Dosage (µSv/h),Distance (cm),Sensor,Time,Details,Coordinates
0.67,1883.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:29 PM,Low dosage detected in this area,"[51.42314, -2.67149]"
0.36,1867.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:35 PM,Low dosage detected in this area,"[51.42333, -2.67085]"
0.46,1863.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:37 PM,Low dosage detected in this area,"[51.42334, -2.67082]"
0.5,1874.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:39 PM,Low dosage detected in this area,"[51.42335, -2.67079]"
0.28,1845.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:41 PM,Low dosage detected in this area,"[51.42336, -2.67076]"
0.44,1848.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:43 PM,Low dosage detected in this area,"[51.42337, -2.67073]"
0.32,1862.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:45 PM,Low dosage detected in this area,"[51.42338, -2.6707]"
0.33,1851.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:47 PM,Low dosage detected in this area,"[51.42339, -2.67067]"
0.25,1850.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:49 PM,Low dosage detected in this area,"[51.42341, -2.67063]"
0.46,1848.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:51 PM,Low dosage detected in this area,"[51.42342, -2.67061]"
0.62,1843.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:53 PM,Low dosage detected in this area,"[51.42343, -2.67059]"
0.49,1860.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:55 PM,Low dosage detected in this area,"[51.42345, -2.67059]"
0.41,1857.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:57 PM,Low dosage detected in this area,"[51.42346, -2.67062]"
0.52,1855.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:28:59 PM,Low dosage detected in this area,"[51.42346, -2.67065]"
0.47,1864.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:01 PM,Low dosage detected in this area,"[51.42345, -2.67067]"
0.2,1875.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:03 PM,Low dosage detected in this area,"[51.42345, -2.6707]"
0.32,1835.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:05 PM,Low dosage detected in this area,"[51.42344, -2.67073]"
0.39,1839.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:07 PM,Low dosage detected in this area,"[51.42343, -2.67076]"
0.32,1851.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:09 PM,Low dosage detected in this area,"[51.42342, -2.67078]"
0.42,1858.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:11 PM,Low dosage detected in this area,"[51.42325, -2.67136]"
0.54,1840.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:13 PM,Low dosage detected in this area,"[51.42324, -2.67138]"
0.38,1845.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:15 PM,Low dosage detected in this area,"[51.42323, -2.67141]"
0.37,1849.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:17 PM,Low dosage detected in this area,"[51.42323, -2.67144]"
0.42,1829.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:19 PM,Low dosage detected in this area,"[51.42322, -2.67146]"
0.45,1910.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:21 PM,Low dosage detected in this area,"[51.42321, -2.67149]"
0.53,1891.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:23 PM,Low dosage detected in this area,"[51.4232, -2.67152]"
0.48,1862.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:25 PM,Low dosage detected in this area,"[51.42319, -2.67155]"
0.64,1847.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:27 PM,Low dosage detected in this area,"[51.42318, -2.67158]"
0.46,1829.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:29 PM,Low dosage detected in this area,"[51.42317, -2.67161]"
0.39,1814.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:31 PM,Low dosage detected in this area,"[51.42316, -2.67164]"
0.48,1812.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:33 PM,Low dosage detected in this area,"[51.42316, -2.67167]"
0.59,1772.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:39 PM,Low dosage detected in this area,"[51.42321, -2.67168]"
0.49,1764.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:41 PM,Low dosage detected in this area,"[51.42322, -2.67165]"
0.55,1764.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:44 PM,Low dosage detected in this area,"[51.42323, -2.67161]"
0.24,1723.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:46 PM,Low dosage detected in this area,"[51.42323, -2.67158]"
0.48,1715.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:48 PM,Low dosage detected in this area,"[51.42323, -2.67158]"
0.69,1721.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:50 PM,Low dosage detected in this area,"[51.42343, -2.67077]"
0.3,1688.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:52 PM,Low dosage detected in this area,"[51.42344, -2.67073]"
0.41,1680.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:54 PM,Low dosage detected in this area,"[51.42345, -2.67069]"
0.29,1734.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:56 PM,Low dosage detected in this area,"[51.42345, -2.67065]"
0.32,1675.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:29:58 PM,Low dosage detected in this area,"[51.42347, -2.67061]"
0.25,1677.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:00 PM,Low dosage detected in this area,"[51.42347, -2.67057]"
0.33,1677.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:02 PM,Low dosage detected in this area,"[51.42348, -2.67053]"
0.45,1693.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:04 PM,Low dosage detected in this area,"[51.4235, -2.6705]"
0.24,1685.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:06 PM,Low dosage detected in this area,"[51.42353, -2.6705]"
0.38,1671.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:08 PM,Low dosage detected in this area,"[51.42354, -2.67054]"
0.22,1682.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:10 PM,Low dosage detected in this area,"[51.42353, -2.67057]"
0.47,1670.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:13 PM,Low dosage detected in this area,"[51.42352, -2.67061]"
0.44,1676.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:15 PM,Low dosage detected in this area,"[51.4235, -2.67064]"
0.56,1665.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:17 PM,Low dosage detected in this area,"[51.42348, -2.67067]"
0.51,1660.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:19 PM,Low dosage detected in this area,"[51.42347, -2.67071]"
0.4,1662.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:21 PM,Low dosage detected in this area,"[51.42346, -2.67075]"
0.64,1669.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:23 PM,Low dosage detected in this area,"[51.42345, -2.67078]"
0.37,1662.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:25 PM,Low dosage detected in this area,"[51.42344, -2.67082]"
0.46,1666.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:29 PM,Low dosage detected in this area,"[51.42323, -2.67161]"
0.34,1714.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:31 PM,Low dosage detected in this area,"[51.42322, -2.67165]"
0.25,1799.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:33 PM,Low dosage detected in this area,"[51.42321, -2.67169]"
0.29,1680.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:35 PM,Low dosage detected in this area,"[51.4232, -2.67174]"
0.26,1672.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:37 PM,Low dosage detected in this area,"[51.42319, -2.67178]"
0.29,1656.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:39 PM,Low dosage detected in this area,"[51.42318, -2.67183]"
0.3,1671.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:41 PM,Low dosage detected in this area,"[51.42318, -2.67187]"
0.52,1631.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:43 PM,Low dosage detected in this area,"[51.42319, -2.67189]"
0.41,1595.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:47 PM,Low dosage detected in this area,"[51.42323, -2.67184]"
0.42,1586.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:49 PM,Low dosage detected in this area,"[51.42324, -2.6718]"
0.43,1578.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:51 PM,Low dosage detected in this area,"[51.42325, -2.67177]"
0.55,1573.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:53 PM,Low dosage detected in this area,"[51.42327, -2.67173]"
0.37,1549.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:55 PM,Low dosage detected in this area,"[51.42328, -2.67169]"
0.28,1553.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:57 PM,Low dosage detected in this area,"[51.4233, -2.67165]"
0.28,1543.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:30:59 PM,Low dosage detected in this area,"[51.42331, -2.67161]"
0.35,1532.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:01 PM,Low dosage detected in this area,"[51.42332, -2.67156]"
0.49,1525.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:03 PM,Low dosage detected in this area,"[51.42351, -2.67088]"
0.3,1520.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:05 PM,Low dosage detected in this area,"[51.42352, -2.67085]"
0.48,1635.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:07 PM,Low dosage detected in this area,"[51.42352, -2.67081]"
0.28,1543.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:09 PM,Low dosage detected in this area,"[51.42354, -2.67078]"
0.33,1743.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:11 PM,Low dosage detected in this area,"[51.42354, -2.67075]"
0.47,1746.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:13 PM,Low dosage detected in this area,"[51.42356, -2.67072]"
0.39,1761.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:15 PM,Low dosage detected in this area,"[51.42358, -2.67071]"
0.41,1760.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:17 PM,Low dosage detected in this area,"[51.42359, -2.67074]"
0.49,1762.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:19 PM,Low dosage detected in this area,"[51.42359, -2.67078]"
0.35,1771.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:21 PM,Low dosage detected in this area,"[51.42358, -2.67082]"
0.38,1760.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:23 PM,Low dosage detected in this area,"[51.42358, -2.67085]"
0.46,1758.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:25 PM,Low dosage detected in this area,"[51.42358, -2.67088]"
0.4,1756.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:27 PM,Low dosage detected in this area,"[51.42357, -2.67091]"
0.3,1767.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:29 PM,Low dosage detected in this area,"[51.42357, -2.67095]"
0.48,1763.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:31 PM,Low dosage detected in this area,"[51.42356, -2.67097]"
0.51,1769.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:33 PM,Low dosage detected in this area,"[51.42356, -2.67101]"
0.4,1778.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:36 PM,Low dosage detected in this area,"[51.42354, -2.67103]"
0.35,1770.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:38 PM,Low dosage detected in this area,"[51.42354, -2.67107]"
0.43,1780.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:40 PM,Low dosage detected in this area,"[51.42336, -2.67181]"
0.37,1891.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:42 PM,Low dosage detected in this area,"[51.42335, -2.67184]"
0.46,1766.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:50 PM,Low dosage detected in this area,"[51.42328, -2.6719]"
0.55,1746.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:52 PM,Low dosage detected in this area,"[51.42326, -2.67188]"
0.34,1740.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:54 PM,Low dosage detected in this area,"[51.42324, -2.67186]"
0.36,1718.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:31:56 PM,Low dosage detected in this area,"[51.42321, -2.67185]"
0.48,1697.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:00 PM,Low dosage detected in this area,"[51.42317, -2.67181]"
0.45,1672.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:02 PM,Low dosage detected in this area,"[51.42315, -2.67179]"
0.4,1671.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:04 PM,Low dosage detected in this area,"[51.42312, -2.67177]"
0.47,1674.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:06 PM,Low dosage detected in this area,"[51.4231, -2.67175]"
0.51,1683.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:08 PM,Low dosage detected in this area,"[51.42308, -2.67172]"
0.43,1684.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:10 PM,Low dosage detected in this area,"[51.42305, -2.67171]"
0.31,1671.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:12 PM,Low dosage detected in this area,"[51.42303, -2.67168]"
0.28,1834.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:14 PM,Low dosage detected in this area,"[51.42301, -2.67166]"
0.52,1712.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:16 PM,Low dosage detected in this area,"[51.42298, -2.67164]"
0.41,1683.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:18 PM,Low dosage detected in this area,"[51.42332, -2.67173]"
0.48,1676.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:20 PM,Low dosage detected in this area,"[51.4233, -2.6717]"
0.46,1645.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:24 PM,Low dosage detected in this area,"[51.42325, -2.67165]"
0.5,1619.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:26 PM,Low dosage detected in this area,"[51.42323, -2.67163]"
0.31,1592.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:28 PM,Low dosage detected in this area,"[51.42321, -2.67161]"
0.53,1741.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:30 PM,Low dosage detected in this area,"[51.42318, -2.67158]"
0.5,1556.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:32 PM,Low dosage detected in this area,"[51.42316, -2.67156]"
0.4,1550.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:34 PM,Low dosage detected in this area,"[51.42314, -2.67153]"
0.6,1566.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:36 PM,Low dosage detected in this area,"[51.42311, -2.6715]"
0.56,1568.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:38 PM,Low dosage detected in this area,"[51.42308, -2.67148]"
0.45,1574.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:40 PM,Low dosage detected in this area,"[51.42306, -2.67145]"
0.43,1578.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:42 PM,Low dosage detected in this area,"[51.42303, -2.67143]"
0.52,1588.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:46 PM,Low dosage detected in this area,"[51.42299, -2.67137]"
0.46,1559.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:48 PM,Low dosage detected in this area,"[51.423, -2.67134]"
0.53,1556.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:50 PM,Low dosage detected in this area,"[51.42302, -2.67134]"
0.49,1546.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:52 PM,Low dosage detected in this area,"[51.42305, -2.67136]"
0.51,1527.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:54 PM,Low dosage detected in this area,"[51.42307, -2.67138]"
0.38,1512.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:56 PM,Low dosage detected in this area,"[51.42321, -2.67139]"
0.37,1505.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:32:58 PM,Low dosage detected in this area,"[51.42319, -2.67138]"
0.58,1492.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:01 PM,Low dosage detected in this area,"[51.42317, -2.67136]"
0.32,1469.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:03 PM,Low dosage detected in this area,"[51.42315, -2.67135]"
0.48,1551.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:05 PM,Low dosage detected in this area,"[51.42313, -2.67134]"
0.67,1452.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:07 PM,Low dosage detected in this area,"[51.42311, -2.67132]"
0.55,1465.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:09 PM,Low dosage detected in this area,"[51.42309, -2.67131]"
0.28,1539.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:11 PM,Low dosage detected in this area,"[51.42307, -2.67129]"
0.44,1551.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:13 PM,Low dosage detected in this area,"[51.42305, -2.67128]"
0.3,1545.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:15 PM,Low dosage detected in this area,"[51.42303, -2.67126]"
0.67,1555.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:17 PM,Low dosage detected in this area,"[51.42301, -2.67123]"
0.53,1563.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:19 PM,Low dosage detected in this area,"[51.42301, -2.67121]"
0.6,1564.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:21 PM,Low dosage detected in this area,"[51.42303, -2.67119]"
0.39,1625.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:23 PM,Low dosage detected in this area,"[51.42305, -2.6712]"
0.37,1593.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:25 PM,Low dosage detected in this area,"[51.42307, -2.67122]"
0.72,1572.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:27 PM,Low dosage detected in this area,"[51.4231, -2.67124]"
0.47,1568.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:29 PM,Low dosage detected in this area,"[51.42311, -2.67126]"
0.38,1565.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:31 PM,Low dosage detected in this area,"[51.42313, -2.67128]"
0.32,1588.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:33 PM,Low dosage detected in this area,"[51.4233, -2.67128]"
0.36,1689.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:35 PM,Low dosage detected in this area,"[51.42328, -2.67127]"
0.51,1733.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:37 PM,Low dosage detected in this area,"[51.42326, -2.67125]"
0.28,1702.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:39 PM,Low dosage detected in this area,"[51.42324, -2.67124]"
0.43,1691.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:41 PM,Low dosage detected in this area,"[51.42321, -2.67122]"
0.37,1673.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:43 PM,Low dosage detected in this area,"[51.42319, -2.67121]"
0.36,1889.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:45 PM,Low dosage detected in this area,"[51.42317, -2.6712]"
0.49,1693.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:47 PM,Low dosage detected in this area,"[51.42315, -2.67118]"
0.4,1695.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:49 PM,Low dosage detected in this area,"[51.42313, -2.67117]"
0.5,1686.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:51 PM,Low dosage detected in this area,"[51.42311, -2.67115]"
0.41,1693.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:53 PM,Low dosage detected in this area,"[51.42309, -2.67113]"
0.38,1712.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:55 PM,Low dosage detected in this area,"[51.42306, -2.67111]"
0.37,1695.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:57 PM,Low dosage detected in this area,"[51.42304, -2.67109]"
0.57,1715.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:33:59 PM,Low dosage detected in this area,"[51.42302, -2.67108]"
0.44,1714.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:01 PM,Low dosage detected in this area,"[51.42301, -2.67105]"
0.38,1720.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:03 PM,Low dosage detected in this area,"[51.42301, -2.67103]"
0.57,1711.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:05 PM,Low dosage detected in this area,"[51.42303, -2.67103]"
0.51,1785.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:07 PM,Low dosage detected in this area,"[51.42305, -2.67104]"
0.37,1756.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:09 PM,Low dosage detected in this area,"[51.42307, -2.67106]"
0.55,1724.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:11 PM,Low dosage detected in this area,"[51.42345, -2.67126]"
0.52,1718.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:13 PM,Low dosage detected in this area,"[51.42344, -2.67123]"
0.57,1701.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:15 PM,Low dosage detected in this area,"[51.42343, -2.67121]"
0.39,1697.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:17 PM,Low dosage detected in this area,"[51.42341, -2.67119]"
0.39,1646.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:21 PM,Low dosage detected in this area,"[51.42337, -2.67115]"
0.75,1639.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:24 PM,Low dosage detected in this area,"[51.42334, -2.67114]"
0.38,1610.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:26 PM,Low dosage detected in this area,"[51.42332, -2.67112]"
0.57,1604.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:28 PM,Low dosage detected in this area,"[51.4233, -2.6711]"
0.54,1595.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:30 PM,Low dosage detected in this area,"[51.42328, -2.67109]"
0.34,1627.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:32 PM,Low dosage detected in this area,"[51.42325, -2.67107]"
0.41,1589.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:34 PM,Low dosage detected in this area,"[51.42323, -2.67105]"
0.47,1540.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:36 PM,Low dosage detected in this area,"[51.42321, -2.67103]"
0.35,1544.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:38 PM,Low dosage detected in this area,"[51.42319, -2.67102]"
0.43,1540.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:42 PM,Low dosage detected in this area,"[51.42314, -2.67099]"
0.68,1548.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:44 PM,Low dosage detected in this area,"[51.42312, -2.67097]"
0.4,1563.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:46 PM,Low dosage detected in this area,"[51.4231, -2.67095]"
0.33,1565.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:48 PM,Low dosage detected in this area,"[51.4231, -2.67095]"
0.54,1571.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:50 PM,Low dosage detected in this area,"[51.42332, -2.67101]"
0.31,1579.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:52 PM,Low dosage detected in this area,"[51.42335, -2.67102]"
0.36,1679.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:54 PM,Low dosage detected in this area,"[51.42337, -2.67104]"
0.39,1644.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:56 PM,Low dosage detected in this area,"[51.4234, -2.67105]"
0.36,1579.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:34:58 PM,Low dosage detected in this area,"[51.42342, -2.67106]"
0.44,1564.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:00 PM,Low dosage detected in this area,"[51.42345, -2.67108]"
0.52,1562.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:02 PM,Low dosage detected in this area,"[51.42347, -2.67108]"
